artistID, tag1,  tag2, tag3, tag4, tag5
47,black metal,symphonic black metal,norwegian,norwegian black metal,melodic black metal
48,symphonic black metal,black metal,melodic black metal,french,metal
49,ebm,dark electro,industrial,electronic,tbm
50,industrial metal,gothic metal,industrial,gothic,ebm
51,new wave,80s,pop,synth pop,rock
52,trip-hop,chillout,lush,electronic,downtempo
53,electronic,chillout,ambient,french,electronica
54,trip-hop,electronic,chillout,female vocalists,lush
55,pop,dance,female vocalists,australian,electronic
56,electronic,house,dance,techno,electronica
57,chillout,trip-hop,downtempo,electronic,lounge
58,electronic,trip-hop,female vocalists,dance,lush
59,new wave,post-punk,80s,electronic,alternative
60,jazz,smooth jazz,80s,latin jazz,jazz fusion
61,new wave,post-rock,80s,synth pop,pop
62,pop,new wave,80s,british,indie
63,new age,ambient,chillout,electronic,enigma
64,electronic,chillout,ambient,norwegian,electronica
65,rock,alternative,alternative rock,britpop,coldplay
66,electronic,trip-hop,dance,house,electronica
67,pop,dance,80s,female vocalists,electronic
68,new wave,80s,australian,pop,rock
69,soul,jazz,female vocalists,sade,chillout
70,electronic,ambient,chillout,alternative,electronica
71,pop,female vocalists,chillout,singer-songwriter,dido
72,electronic,new wave,synthpop,80s,synth pop
73,chillout,lounge,ambient,electronic,downtempo
74,jazz,smooth jazz,female vocalists,polish,pop
75,synthpop,new wave,electronic,80s,synth pop
76,electronic,synthpop,new wave,britpop,electronica
77,pop,80s,soul,british,dance
78,emo,indie,indie rock,new wave,80s
79,new wave,80s,synthpop,pop,british
80,electronic,chillout,house,dance,poptron
81,trip-hop,electronic,female vocalists,chillout,lush
82,new wave,pop,80s,cabaret,new romantic
83,80s,pop,soft rock,rock,american
84,electronic,indie,australian,poptron,electro
85,new wave,80s,pop,new romantic,british
86,jazz,female vocalists,blues,pop,singer-songwriter
87,80s,scottish,pop,rock,alternative
88,alternative,electronic,hip-hop,rock,indie
89,pop,dance,electronic,female vocalists,lady gaga
90,trip-hop,electronic,drum and bass,female vocalists,electronica
91,80s,pop,new wave,synthpop,synth pop
92,80s,new wave,synth pop,80s rare,rock
93,electronic,ambient,new age,instrumental,french
94,house,electronic,dance,chillout,drjazzmrfunkmusic
95,pop,soul,80s,british,simply red
96,classic rock,rock,70s,blues,fleetwood mac
97,soul,female vocalists,pop,british,singer-songwriter
98,new wave,post-punk,80s,new romantic,electronic
99,rock,new wave,80s,australian,pop
100,new wave,80s,pop,new romantic,synth pop
101,idm,ambient,glitch,experimental,electronic
102,ambient,dub,electronic,dub techno,ambient dub
103,ambient,contemporary classical,neoclassical,classical,piano
104,ambient,drone,minimal,dark ambient,warm drone
105,ambient,experimental,electronic,soundscape,norwegian
106,ambient,experimental,minimal,glitch,databloem
107,dubstep,ambient,electronic,experimental,electronica
108,experimental,downtempo,female vocalist,greece,melancholy
109,ambient,field recordings,electroacoustic,noise,experimental
110,breakcore,rap,experimental,electronic,noise
111,ambient,piano,experimental,classical,glitch
112,ambient,electronic,experimental,minimal,glitch
113,piano,contemporary classical,neoclassical,instrumental,ambient
114,ambient,glitch,soundscape,experimental,minimal
115,idm,ambient,glitch,experimental,electronic
116,ambient,experimental,instrumental,japanese,acoustic
118,idm,ambient,glitch,experimental,electronic
119,ambient,glitch,electro-acoustic,fajne,abstract
120,idm,ambient,glitch,electronic,electronica
121,electronic,idm,downtempo,abstract hip-hop,hip-hop
122,experimental,female vocalist,downtempo,electro,frauen und technik
123,ambient,cello,contemporary classical,piano,instrumental
125,experimental,idm,electronic,techno,electronica
126,indie,electronic,german,indietronica,indie rock
127,ambient,glitch,electronic,idm,deepspaceone
128,ambient,drone,minimal,field recording,experimental
129,ambient,drone,experimental,warm drone,dark ethereal ambient
130,ambient,abstract,glitch,musique concrete,experimental
131,ambient,folktronica,electronica,idm,electronic
132,ambient,dark ambient,electronic,experimental,piano
133,ambient,idm,experimental,glitch,modern classical
135,japanese,ambient,electronic,experimental,electronica
136,idm,electronic,post-rock,emotional electronic,experimental
137,icelandic,electronic,ambient,idm,trip-hop
138,ambient,piano,contemporary classical,experimental,neoclassical
139,ambient,drone,modern classical,experimental,avant-garde
140,ambient,post-rock,electronic,japanese,lush
141,ambient,drone,experimental,dark ambient,electronic
142,ambient,idm,folktronica,electronic,digitalis
143,ambient,japanese,electronic,experimental,4 stars
144,slowcore,indie,sadcore,dream pop,folk
145,ambient,minimalist,drone,electronic,folk
146,chillout,lounge,downtempo,nu-jazz,nu jazz
147,dark ambient,ambient,experimental,acoustic doom,electronic
148,ambient,electronic,experimental,minimal,post-rock
149,electronic,colombia,female vocalist,downtempo,electronica
151,new age,ambient,world,electronic,chillout
152,progressive rock,progressive metal,rock,psychedelic,psychedelic rock
153,synthpop,electronic,futurepop,ebm,industrial
154,alternative,rock,alternative rock,indie,electronic
155,pop,britpop,british,rock,male vocalists
156,alternative rock,alternative,rock,industrial,electronic
157,pop,80s,michael jackson,soul,dance
158,israeli,hebrew,israeli rock,singer-songwriter,israel
159,new wave,post-punk,80s,alternative,rock
160,israeli,rock,israeli rock,hebrew,israel
161,pop,latin,dance,spanish,latin pop
162,post-rock,instrumental,ambient,experimental,post rock
163,progressive rock,psychedelic rock,classic rock,rock,psychedelic
164,israeli,hebrew,israeli rock,rock,singer-songwriter
165,electronic,funk,dance,house,electronica
166,rock,alternative,alternative rock,female vocalists,irish
167,pop,dance,electronic,glam rock,alternative
168,israeli,israeli rock,rock,hebrew,piano
169,israeli,hebrew,singer-songwriter,israel,piano
170,indie,indie rock,alternative,danish,rock
171,rock,britpop,indie,alternative,indie rock
172,rock,alternative,alternative rock,female vocalists,90s
173,alternative rock,alternative,rock,indie,british
174,electronic,psytrance,trance,psychedelic,goa
175,ambient,electronic,chillout,trance,new age
176,hard rock,classic rock,rock,heavy metal,80s
178,female vocalists,rock,irish,alternative,alternative rock
179,rock,hard rock,alternative rock,alternative,heavy metal
180,pop,80s,rock,swedish,90s
181,gothic metal,doom metal,metal,death metal,8 of 10 stars
182,britpop,indie,alternative,british,rock
183,funk,acid jazz,dance,electronic,pop
184,pop,singer-songwriter,acoustic,indie,rock
185,rock,alternative,alternative rock,german,pop
186,progressive rock,melancholic,rock,alternative,progressive
187,pop,new wave,80s,synth pop,synthpop
188,progressive metal,progressive death metal,progressive rock,death metal,metal
189,alternative rock,rock,finnish,alternative,indie
190,alternative rock,rock,alternative,progressive rock,british
191,rock,pop rock,alternative,alternative rock,pop
192,pop,classic rock,rock,singer-songwriter,70s
193,new wave,80s,pop,synth pop,rock
194,dark cabaret,cabaret,avant-garde,experimental,alternative
195,indie,folk,singer-songwriter,indie rock,acoustic
196,folk,indie,indie folk,singer-songwriter,gypsy
197,blues,singer-songwriter,rock,experimental,alternative
198,alternative metal,metal,rock,nu metal,alternative
199,indie rock,indie,rock,alternative,canadian
200,gypsy punk,punk,gypsy,alternative,punk rock
201,ska,russian,punk,russian rock,rock
202,alternative,rock,alternative rock,indie,indie rock
203,britpop,rock,indie,british,alternative
204,acoustic,singer-songwriter,folk,indie,irish
205,folk,singer-songwriter,indie,indie pop,alternative
206,alternative,indie,rock,singer-songwriter,90s
207,indie rock,indie,british,rock,alternative
208,indie,british,indie rock,rock,alternative
209,rock,alternative,punk rock,emo,alternative rock
210,indie,indie rock,alternative,british,rock
211,indie,folk,indie rock,alternative,indie pop
212,folk,singer-songwriter,classic rock,folk rock,60s
213,chanson,french,chanson francaise,singer-songwriter,jacques brel
214,folk,gypsy,indie,cabaret,alternative
215,singer-songwriter,rock,alternative,folk,indie
216,indie,indie rock,alternative,singer-songwriter,rock
217,indie,indie rock,alternative,rock,mellow
218,experimental,indie,indie rock,post-rock,experimental rock
219,folk,singer-songwriter,indie,alt-country,indie rock
220,rock,alternative rock,funk rock,alternative,funk
221,britpop,indie,rock,british,alternative
222,indie rock,indie,alternative,rock,alternative rock
223,indie,indie rock,alternative,alt-country,rock
224,soundtrack,classical,korean,instrumental,contemporary classical
225,indie rock,post-punk,indie,alternative,rock
226,stoner rock,alternative rock,rock,hard rock,alternative
227,classic rock,rock,60s,british,pop
228,rock,indie,indie rock,alternative,southern rock
229,indie rock,indie,rock,alternative,alternative rock
230,punk rock,rock,punk,pop punk,alternative
231,folk,singer-songwriter,indie,freak folk,new weird america
232,indie rock,indie,canadian,experimental,lo-fi
233,industrial,industrial rock,electronic,alternative,rock
234,grunge,rock,alternative,alternative rock,90s
235,indie,alternative,indie rock,singer-songwriter,rock
236,indie,indie rock,alternative,indie pop,rock
237,electronic,experimental,alternative,indie,singer-songwriter
238,trip-hop,electronic,chillout,downtempo,electronica
239,rnb,soul,keyshia cole,female vocalists,hip-hop
240,rap,brazilian,rap nacional,hip hop,brazilian rap
241,rnb,soul,female vocalists,pop,toni braxton
242,hip-hop,brazil,brazilian,rap,underground hip-hop
244,luso hip hop,hip hop angolano,hip hop under,underground hip hp,raptuga
245,reggae,roots reggae,bob marley,ska,roots
246,mpb,female vocalists,brasil,brazilian,brazil
247,soul,neo-soul,rnb,neo soul,maxwell
248,hip-hop,rap,underground hip-hop,hip hop,new york
249,hip-hop,rap,hip hop,soul,common
250,reggae,roots reggae,bob marley,ska,77davez-all-tracks
251,pop,soul,female vocalists,rnb,80s
252,rnb,soul,female vocalists,tamia,r&b
253,rock,classic rock,80s,pop,canadian
254,african,congo,world,world music,africa
255,hip-hop,rap,spanish hip-hop,spanish,hip hop
256,brazilian,mpb,pop,female vocalists,brasil
257,pop,rnb,female vocalists,soul,mariah carey
258,pop,soul,rock,female vocalists,80s
259,hip-hop,producer,hip hop,rap,9th wonder
260,neo-soul,soul,female vocalists,rnb,floetry
261,mpb,female vocalists,brazilian,brasil,bossa nova
262,rnb,soul,female vocalists,hip-hop,mary j blige
263,soul,neo-soul,female vocalists,rnb,jill scott
264,female vocalists,world,portuguese,soul,portugal
265,pop,female vocalists,canadian,90s,celine dion
266,soul,neo-soul,female vocalists,rnb,jazz
267,hip-hop,rap,hip hop,east coast rap,nas
268,pop,soft rock,80s,singer-songwriter,rock
269,rnb,soul,90s,hip-hop,dru hill
270,mpb,bossa nova,brasil,female vocalists,brazilian
271,hip-hop,rap,hip hop,underground hip-hop,mos def
272,rnb,soul,female vocalists,hip-hop,faith evans
273,rnb,soul,avant,slow jams,hip-hop
274,hip hop,angola,hip hop tuga,hip-hop,lumaroport
275,soul,rnb,neo-soul,female vocalists,neo soul
276,hip-hop,rap,hip hop,underground hip-hop,new york
277,african,congo,world,soukous,africa
278,rap,hip-hop,gangsta rap,west coast rap,2pac
279,rnb,soul,female vocalists,pop,brandy
280,hip-hop,portuguese,hip hop tuga,portugal,hip hop
281,hip-hop,hip-hop tuga,portuguese,rap,portugal
282,hip-hop,portuguese,hip-hop tuga,musica portuguesa,cabo verde
283,mpb,female vocalists,brazilian,brasil,brazil
284,hip-hop,underground hip-hop,rap,hip hop,west coast
285,pop,rnb,dance,female vocalists,soul
286,reggae,roots reggae,rasta,roots,ska
287,rnb,soul,female vocalists,monica,pop
288,pop,rnb,dance,female vocalists,rihanna
289,pop,dance,britney spears,female vocalists,sexy
290,pop,rnb,female vocalists,american idol,american
291,pop,female vocalists,pop rock,rock,christmas
292,pop,female vocalists,soul,rnb,dance
293,pop,pop rock,female vocalists,rock,ashlee simpson
294,pop,female vocalists,soul,rnb,british
295,rnb,pop,female vocalists,soul,beyonce
296,pop,female vocalists,british,dance,rnb
297,rock,alternative rock,alternative,american idol,singer-songwriter
298,pop,female vocalists,british,britpop,singer-songwriter
299,pop,rnb,latin,female vocalists,dance
300,pop,female vocalists,pop rock,katy perry,dance
301,soul,rnb,female vocalists,pop,alicia keys
302,pop,pop rock,female vocalists,rock,pink
303,alternative,rock,indie,pop punk,alternative rock
304,pop,american idol,male vocalists,david archuleta,christmas
305,pop,female vocalists,american idol,rnb,katharine mcphee
306,hip-hop,pop,rnb,rap,dance
307,pop,female vocalists,singer-songwriter,pop rock,one tree hill
308,rnb,pop,female vocalists,dancehall,dance
309,pop,rnb,female vocalists,dance,danity kane
310,pop,female vocalists,folk,canadian,dance
311,pop,female vocalists,british,singer-songwriter,natasha bedingfield
312,rnb,pop,female vocalists,hip-hop,dance
313,rock,pop,female vocalists,american idol,pop rock
314,rnb,pop,hip-hop,female vocalists,dance
315,rnb,pop,french,hip-hop,male vocalists
316,rock,female vocalists,alternative,singer-songwriter,pop
317,rnb,pop,female vocalists,hip-hop,keri hilson
318,pop,female vocalists,hilary duff,dance,rock
319,one tree hill,pop,female vocalists,rock,pop rock
320,pop,rnb,female vocalists,hip-hop,dance
321,pop,pop rock,disney,rock,jonas brothers
322,rnb,female vocalists,soul,pop,ashanti
323,pop,british,female vocalists,girl groups,dance
324,pop punk,alternative,rock,indie rock,pop
325,pop,female vocalists,dance,ashley tisdale,disney
326,pop,rnb,female vocalists,soul,jojo
327,rnb,hip-hop,chris brown,rap,hip hop
328,house,dance,electronic,club,techno
329,pop,rnb,dance,male vocalists,hip-hop
330,rap,hip-hop,dirty south,southern rap,hip hop
331,hip-hop,rap,hip hop,kanye west,rnb
332,rnb,pop,female vocalists,soul,dance
333,pop rock,pop,rock,female vocalists,avril lavigne
334,pop,german,girl groups,female vocalists,dance
335,mpb,alternative,folk,piano,acoustic
336,pop,rock,soul,funk,alternative
337,folk,indie,singer-songwriter,pop,alternative
338,pop,german,female vocalists,girl groups,popstars
339,pop,german,dsds,rnb,male vocalists
340,pop,female vocalists,80s,dance,rock
341,swing,female vocalists,deutsch,german,deutscher jazz
342,pop,female vocalists,acoustic,singer-songwriter,indie
343,german,female vocalists,deutsch,pop,singer-songwriter
344,pop,country,female vocalists,singer-songwriter,taylor swift
345,german,soul,pop,no angels,instrumental
346,pop,german,female vocalists,indie,eurovision
347,german,soul,pop,female vocalists,deutsch
348,german,pop,deutsch,rock,deutschrock
349,pop,rnb,dance,female vocalists,the pussycat dolls
350,pop,german,female vocalists,rnb,dance
351,pop,soul,female vocalists,british,rnb
352,pop,british,female vocalists,girls aloud,dance
353,singer-songwriter,alternative,belgian,rock,pop
354,pop,german,female vocalists,soul,dance
355,acoustic,singer-songwriter,pop,alternative,rock
356,country,modern country,singer-songwriter,brad paisley,male vocalists
357,german,rock,deutschrock,pop,deutsch
358,rnb,pop,female vocalists,german,r&b
359,female vocalists,pop,singer-songwriter,norwegian,rock
360,country,pop,female vocalists,canadian,shania twain
361,youtube,acoustic,pop,usa,jennifer chung
362,female vocalists,indie,singer-songwriter,piano,pop
364,country,sugarland,female vocalists,new country,contemporary country
365,german,pop,deutsch,rock,female vocalists
366,acoustic,singer-songwriter,chill,alternative,jack johnson
367,k-pop,korean,big bang,hip-hop,kpop
368,korean,k-pop,ballad,male vocalists,pop
369,k-pop,korean,dance,2pm,kpop
370,doom metal,progressive metal,depressive rock,gothic metal,metal
371,christian rock,alternative rock,rock,alternative,christian
372,japanese,j-rock,punk,j-punk,okinawa
373,k-pop,korean,hip hop,jay park,hip-hop
374,j-pop,japanese,female vocalists,pop,jpop
375,j-pop,japanese,ayumi hamasaki,female vocalists,jpop
376,j-rock,japanese,anime,j-pop,jrock
377,rock,nu metal,alternative rock,alternative,linkin park
378,gothic rock,rock,female vocalists,alternative,gothic
379,j-pop,japanese,female vocalists,jazz,jpop
380,folk,folk rock,medieval,celtic,renaissance
381,korean,k-pop,k-rock,rock,male vocalists
382,j-rock,japanese,visual kei,rock,jrock
383,punk rock,punk,american artist,political,rock
384,arabic,lebanese,female vocalists,lebanon,world
385,j-pop,j-rock,japanese,anime,pop
386,dance,pop,trance,female vocalists,techno
387,k-rock,korean,j-rock,rock,k-pop
388,k-pop,korean,b2st,kpop,beast
389,new age,celtic,ambient,female vocalists,enya
390,j-rock,japanese,j-pop,visual kei,gackt
391,gothic metal,finnish,gothic rock,metal,finnish metal
393,k-pop,korean,super junior,kpop,sm town
394,j-pop,japanese,johnnys entertainment,yamapi,jpop
395,j-pop,japanese,johnnys entertainment,news,jpop
396,j-rock,japanese,rock,jrock,j-pop
397,j-rock,visual kei,japanese,miyavi,jrock
399,j-pop,japanese,arashi,johnnys entertainment,jpop
400,k-pop,korean,2ne1,dance,pop
401,j-rock,visual kei,japanese,rock,jrock
403,rock,pop punk,alternative,punk,alternative rock
404,k-pop,korean,ballad,female vocalists,kpop
405,rock,alternative rock,finnish,alternative,pop
406,j-rock,japanese,rock,hyde,jrock
407,soundtrack,ambient,silent hill,japanese,video game music
408,alternative rock,rock,hard rock,post-grunge,alternative
409,k-pop,korean,hip-hop,pop,kpop
410,k-pop,korean,big bang,kpop,g-dragon
412,punk rock,pop punk,punk,rock,alternative
413,k-pop,korean,female vocalists,pop,after school
414,melodic death metal,death metal,oriental metal,saudi arabia,metal
415,pop,german,deutsch,soul,laith al-deen
416,indie rock,indie,rock,alternative,alternative rock
417,manguebeat,brazilian,alternative,brasil,nordeste
418,post-rock,ambient,icelandic,alternative,indie
419,indie rock,indie,canadian,post-punk,alternative
420,garage rock,indie rock,indie,alternative,rock
421,brazilian,ska,alternative,rock,brasil
422,brazilian,alternative rock,alternative,mpb,brasil
423,indie,female vocalists,alternative,folk,singer-songwriter
424,indie rock,indie,rock,alternative,alternative rock
425,indie,indie rock,female vocalists,alternative,rock
426,indie,female vocalists,indie rock,indie pop,alternative
427,indie,indie rock,british,alternative,rock
428,indie rock,british,indie,rock,alternative
429,indie,post-punk,80s,new wave,alternative
430,female vocalists,british,indie,indie pop,singer-songwriter
431,indie rock,indie,canadian,alternative,rock
432,new rave,indie,british,electronic,indie rock
433,indie,indie rock,canadian,post-rock,alternative
434,indie rock,indie,alternative,rock,indie pop
435,garage rock,indie,garage punk,garage,rock
436,alternative rock,rock,grunge,alternative,90s
437,indie,folk,indie pop,female vocalists,christmas
438,mpb,alternative,brazilian,folk,brasil
439,brazilian,mpb,rock,alternative rock,los hermanos
440,experimental,indie,freak folk,psychedelic,folk
441,post-punk,new wave,80s,alternative,indie
442,folk,singer-songwriter,acoustic,swedish,blues
443,indie rock,indie,british,alternative,rock
444,ambient,electronic,icelandic,post-rock,experimental
445,folk,indie,singer-songwriter,acoustic,indie folk
446,indie,indie pop,indie rock,alternative,poptron
447,reggae,latin,world,ska,alternative
448,indie rock,indie,british,rock,alternative
449,indie pop,french,female vocalists,french pop,need to rate
450,post-punk,darkwave,new wave,indie,alternative
451,indie,indie rock,folk,indie pop,freak folk
452,manguebeat,brazilian,brasil,mpb,mangue beat
453,grunge,alternative rock,rock,alternative,australian
454,icelandic,ambient,indie,experimental,post-rock
455,pop,boybands,90s,dance,backstreet boys
456,pop,male vocalists,jesse mccartney,pop rock,american
457,pop,male vocalists,dance,aaron carter,90s
458,pop,black metal,justin bieber,rnb,christmas
459,pop,boybands,90s,dance,christmas
460,hip-hop,rapcore,rap,russian,russian rap
461,pop,female vocalists,dance,disney,miley cyrus
462,pop,british,boybands,rnb,blue
463,pop,90s,australian,rock,alternative
464,electronic,hip-hop,electronica,crunk,pop
465,pop,female vocalists,dance,jessica simpson,christmas
466,pop,dance,electropop,female vocalists,electronic
467,pop,australian,electronic,dance,male vocalists
468,rnb,hip-hop,pop,soul,usher
469,pop,backstreet boys,nick carter,rock,pop rock
470,acoustic,indie,powerpop,pop,emo
471,electronic,powerpop,dance,indie,electronica
472,rock,alternative rock,alternative,hard rock,3 doors down
473,pop,boybands,male vocalists,boyband,jesse mccartney
474,rnb,pop,soul,british,male vocalists
475,rap,hip-hop,eminem,hip hop,pop
476,rnb,pop,french,male vocalists,hip-hop
477,soul,pop,funk,rnb,male vocalists
478,pop,russian,ukrainian,dance,russian pop
479,pop,boybands,westlife,irish,boyband
480,russian rap,hip-hop,rap,russian,russian hip-hop
481,pop punk,punk rock,rock,punk,simple plan
482,rnb,hip-hop,soul,hip hop,r&b
483,russian rap,rap,hip-hop,russian,underground hip-hop
484,rnb,soul,ne-yo,hip-hop,pop
485,rnb,hip-hop,pop,female vocalists,soul
486,alternative rock,rock,alternative,30 seconds to mars,indie
487,industrial,synth-rock,gothic,electronic,gothic rock
488,alternative rock,rock,hard rock,alternative,three days grace
489,nu metal,rapcore,rock,alternative,metal
490,rock,alternative rock,hard rock,grunge,alternative
491,hip-hop,rap,alternative,hip hop,rock
492,post-hardcore,emo,rock,screamo,emocore
493,alternative rock,rock,alternative,emo,nu metal
494,post-hardcore,emo,screamo,alternative,rock
495,christian rock,rock,alternative rock,christian,alternative
496,alternative rock,rock,hard rock,alternative,post-grunge
497,rock,nu metal,alternative,alternative rock,hard rock
498,rock,pop punk,alternative,female vocalists,paramore
499,alternative rock,female vocalists,rock,alternative,hard rock
500,metalcore,metal,hardcore,emocore,heavy metal
501,alternative rock,alternative,rock,punk rock,space rock
502,german,rock,female vocalists,pop,deutsch
503,melodic death metal,metal,death metal,swedish,swedish metal
504,love metal,gothic rock,rock,finnish,metal
505,alternative metal,nu metal,alternative rock,alternative,nu-metal
506,progressive rock,doom metal,progressive metal,atmospheric,atmospheric rock
507,post-hardcore,emo,screamo,rock,emocore
508,alternative,female vocalists,russian alternative,nu-metal,russian
509,industrial metal,industrial,industrial rock,metal,electronic
510,nu metal,rapcore,rock,alternative,metal
511,rock,classic rock,u2,irish,alternative
512,nu metal,alternative metal,metal,alternative,alternative rock
513,alternative,female vocalists,pop punk,ukrainian,alternative rock
514,nu metal,metalcore,metal,nu-metal,alternative metal
515,darkwave,gothic rock,gothic,electronic,goth
516,industrial,electronic,industrial rock,industrial metal,metal
517,nu metal,metal,rock,alternative metal,alternative
518,symphonic metal,gothic metal,female fronted metal,metal,gothic
519,industrial metal,nu metal,metal,industrial,rock
520,electronic,techno,big beat,dance,electronica
521,rock,polish,alternative,polish rock,happysad
522,gothic metal,gothic,darkwave,symphonic metal,german
523,pop,female vocalists,pop rock,dance,lindsay lohan
524,electronic,dance,glam,electro,electronica
525,pop,female vocalists,dance,rock,gwen stefani
526,electropop,electronic,synthpop,dance,female vocalists
527,hip-hop,rap,dirty south,hip hop,lil wayne
528,pop,british,female vocalists,dance,singer-songwriter
529,trance,electronic,progressive trance,dance,techno
530,pop,danish,dance,indie pop,retro
531,rnb,pop,hip-hop,soul,dance
532,electronic,female vocalists,dance,electro,electropop
533,britpop,rock,british,alternative,indie
534,rock,ska,pop,alternative,female vocalists
535,pop,dance,female vocalists,british,electronic
536,punk rock,pop punk,rock,alternative,punk
537,emo,screamo,rock,alternative,alternative rock
538,pop,pop rock,rock,alternative,maroon 5
539,indie,indie rock,female vocalists,rock,electronic
540,pop punk,rock,alternative,emo,fall out boy
541,electronic,dance,house,electro,french house
542,rock,female vocalists,brazilian rock,brazilian,pitty
543,pop,rnb,female vocalists,hip-hop,dance
544,pop,rock,glam,american idol,adam lambert
545,hip-hop,rap,hip hop,dirty south,dance
546,indie,electronic,british,electropop,pop
547,hip-hop,rap,hip hop,alternative rap,kid cudi
548,electronic,female vocalists,british,indie,pop
549,garage rock,60s,proto-punk,garage,rock
550,garage rock,rock,garage,garage rock revival,80s
552,garage rock,power pop,surf,rock,new wave
553,garage rock,surf rock,austrian,horror punk,60's
554,classic rock,60s,rock,british,british invasion
555,garage rock,garage punk,garage,rock n roll,the sopranos
556,doo wop,psychedelic rock,pop,two or more artists with the same name,oldies
557,garage rock,garage punk,garage,psychobilly,psychedelic
558,garage rock,rock,psychedelic rock,psychedelic,swedish
559,rockabilly,psychobilly,southern rock,rock,alternative
562,classic rock,rock,60s,british,hard rock
564,gospel,soul,female vocalists,jazz,christmas
565,blues,chicago blues,classic blues,delta blues,rhythm and blues
566,soul,rhythm and blues,motown,oldies,northern soul
567,soul,rhythm and blues,oldies,gospel,60s
568,surf rock,rockabilly,instrumental,garage rock,90s
569,soul,rhythm and blues,60s,blues,oldies
570,rock and roll,rock n roll,rockabilly,oldies,50s
571,rhythm and blues,soul,blues,female vocalists,rock and roll
572,soul,jazz,blues,rhythm and blues,piano
573,garage rock,rock,garage,indie rock,indie
574,blues,female vocalists,rhythm and blues,classic blues,old blues
575,soul,jazz,female vocalists,blues,rhythm and blues
576,soul,motown,funk,rhythm and blues,70s
577,blues,soul,rhythm and blues,jazz,female vocalists
578,funk,soul,rhythm and blues,blues,christmas
579,blues,soul,rhythm and blues,female vocalists,7soul
580,blues,chicago blues,delta blues,classic blues,muddy waters
581,blues,chicago blues,delta blues,classic blues,slide guitar
582,blues,harmonica blues,classic blues,delta blues,chicago blues
583,blues,delta blues,classic blues,guitar,jazz
584,soul,funk,motown,rhythm and blues,rnb
585,rock and roll,classic rock,rock n roll,blues,rock
586,blues,new orleans,jazz,rhythm and blues,piano
587,gospel,blues,soul,female vocalists,guitar
588,blues,rhythm and blues,rock and roll,jump blues,jazz
589,blues,garage rock,soul,rock and roll,funk
590,swing,jazz,big band,lounge,jazz vocal
591,french,chanson francaise,chanson,jazz,francais
592,soundtrack,instrumental,classical,composer,italian
593,italian,swing,jazz,italiano,renato carosone
594,psychedelic rock,psychedelic,60s,classic rock,british invasion
595,rock and roll,garage,sax,orchestra,rock-n-roll
596,garage,songs die so gut sind das ich meiner oma ihr klein haeuschen zwar nicht verkaufen aber zumindest dafuer beleihen wuerde,all,beat,german
597,60s,classic rock,australian,psychedelic,rock
598,garage rock,garage punk,garage,punk,80s
599,rock,glam rock,classic rock,80s,70s
600,rad,electronic,grind,guitar heavy,lesser known yet streamable artists
601,funk,pop,soul,80s,rock
602,folk,indie,acoustic,singer-songwriter,indie rock
603,electronic,idm,ambient,experimental,electronica
604,acoustic,indie,norwegian,indie pop,mellow
605,hip-hop,rap,hip hop,alternative,80s
606,acoustic,singer-songwriter,folk,indie,swedish
607,progressive rock,classic rock,rock,folk rock,70s
608,post-rock,experimental,instrumental,indie,post rock
