artistID,Sim1,Sim2,Sim3
112,18862,18838,18839
113,18840,18841,1747
114,18842,18843,18844
115,18845,41848,45303
116,11802,18848,18849
117,18850,101,108
118,41858,18852,18853
119,47608,47608,47608
120,756,778,18857
121,11211,20067,5868
122,18859,18860,108
123,138,18861,15760
124,18862,112,101
125,18863,18864,18865
126,7642,30977,10738
127,18867,18868,18869
128,145,26337,18902
129,35661,35660,18874
130,18875,18876,18877
131,17020,17458,44387
132,147,15888,18879
133,101,115,106
134,18880,18881,46943
135,18883,16749,13655
136,18317,18187,18884
137,444,5927,10172
138,1717,1744,20480
139,26321,18887,18888
140,36807,38444,38442
141,743,18892,6962
142,18893,18894,18895
143,18896,24283,24281
144,46258,18900,18901
145,18902,26337,18904
146,7492,42768,47399
147,132,46221,6981
148,16749,13325,18908
149,18909,18910,7072
150,35473,18912,18913
151,63,1800,729
152,3272,186,3421
153,3988,32,1303
154,237,18977,190
155,5000,11727,11724
156,40900,10857,23537
157,1825,3313,18917
158,38268,18919,32228
159,1083,3292,875
160,18932,18922,35286
161,1475,1436,2395
162,5799,46977,12718
163,1425,5175,1806
164,18933,18932,160
165,4304,23528,45554
166,178,316,172
167,1243,535,55
168,38618,38620,35315
169,18932,18933,18934
170,3252,1094,9727
171,22707,3676,18936
172,6523,316,534
173,190,486,172
174,4600,731,1226
175,6760,18038,46369
176,3470,2787,1372
177,18938,18939,18940
178,166,1463,32066
179,1803,2785,2525
180,6709,27114,4880
181,4691,883,6
182,221,1375,1385
183,5894,10468,16735
184,3171,17865,355
185,2526,34410,41558
186,3272,152,8658
187,3832,877,51
188,152,2172,370
189,18945,2526,18946
190,18947,1090,969
191,2607,18948,538
192,2444,959,18949
193,51,993,994
194,18950,4951,18951
195,6305,9544,4621
196,214,205,1633
197,1150,38627,212
198,2835,1044,517
199,416,434,1390
200,2330,6491,7260
201,3055,22916,18954
202,7625,23200,1901
203,2537,620,7325
204,17736,12989,3617
205,14723,602,196
206,1958,235,23200
207,1512,2123,424
208,428,2131,3371
209,18957,13534,540
210,16786,2815,2582
211,18958,3258,217
212,8593,30102,4538
213,7206,591,7221
214,196,18960,205
215,615,25085,609
216,6182,29933,11958
217,11811,4118,3258
218,21268,2422,6186
219,9541,13338,602
220,6724,982,11504
221,182,171,1381
222,6186,2415,11287
223,7147,37405,3258
224,32806,32807,18967
225,22812,3770,1151
226,1240,7908,2823
227,733,1414,1416
228,229,1151,1048
229,2130,228,1376
230,23649,4394,44910
231,26302,18972,219
232,19160,431,26104
233,8915,10389,1203
234,854,3739,4359
235,18975,5890,206
236,431,11181,38574
237,18977,154,6187
238,43177,47398,47634
239,287,18981,34048
240,24213,18984,18985
241,287,279,34048
242,18987,18988,18989
243,18990,18991,18992
244,18993,274,18994
245,3846,286,5850
246,261,270,5458
247,1841,263,10997
248,1629,1616,2931
249,617,271,267
250,245,286,9833
251,241,257,285
252,287,272,241
253,951,268,2861
254,18995,18996,7592
255,17625,45632,18998
256,739,15215,14724
257,251,285,279
258,10027,340,1834
259,2908,1839,33086
260,263,1841,44140
261,11579,246,270
262,272,287,241
263,260,1841,266
264,24473,24472,19003
265,251,2067,257
266,263,15919,1935
267,29405,2252,6887
268,40651,3311,4978
269,11073,11065,11066
270,11764,1764,1756
271,3710,249,617
272,287,262,11078
273,11067,11062,11064
274,23924,4584,19007
275,263,12403,19008
276,1623,6901,2252
277,19009,19010,19011
278,19012,8173,19013
279,287,241,2220
280,19014,19015,19016
281,23925,4584,19018
282,23925,19020,4584
283,40074,4716,2988
284,11758,2931,19022
285,257,241,279
286,5850,9836,9833
287,12405,279,272
288,295,1037,314
289,292,523,465
290,2990,294,305
291,1459,302,290
292,299,349,289
293,523,318,465
294,915,290,323
295,913,288,332
296,906,17612,4705
297,2977,3859,304
298,525,528,430
299,292,543,349
300,466,89,19023
301,262,251,241
302,291,333,1032
303,47608,47608,47608
304,2977,456,297
305,290,304,465
306,320,2598,545
307,9084,3489,4488
308,543,309,1596
309,1451,332,1596
310,525,320,292
311,290,528,294
312,1596,314,309
313,2977,297,304
314,332,317,1457
315,14747,42067,10047
316,3460,1505,961
317,314,332,2393
318,523,325,293
319,30904,9079,30911
320,306,349,525
321,42613,8376,10317
322,287,239,2220
323,906,296,25254
324,6453,11795,540
325,908,318,523
326,22704,34048,279
327,40324,3318,29261
328,19036,1409,1009
329,459,468,907
330,9902,1402,9901
331,19037,34673,27388
332,314,913,287
333,293,291,318
334,350,16806,19062
335,4708,2082,2988
336,345,19041,31191
337,28335,40121,11745
338,23063,6867,31191
339,38245,6867,27344
340,67,55,9528
341,19049,19050,19051
342,3081,2981,355
343,348,32066,3983
344,19438,1453,25525
345,336,21309,41092
346,4261,334,36936
347,19058,19068,415
348,19060,10604,19061
349,543,320,299
350,16806,334,19062
351,28327,42826,3867
352,906,323,915
353,46074,36936,19067
354,334,19068,44049
355,3171,342,3749
356,2453,2455,2456
357,365,10604,12773
358,3962,6867,338
359,4258,14632,2546
360,2454,1459,2437
361,31052,19071,19072
362,7288,4618,11500
363,19073,336,345
364,19074,2443,3603
365,357,30655,28577
366,8262,355,683
367,388,36581,40295
368,19079,19080,19081
369,19082,19083,35143
370,18077,46452,181
371,1859,488,20591
372,19087,19088,46210
373,19090,19091,19092
374,3490,3324,375
375,2102,3324,10226
376,2105,45715,1872
377,2978,43456,15566
378,10827,3124,2014
379,5089,3485,16853
380,2441,7412,11268
381,19095,19096,35143
382,5087,19098,1
383,4218,4821,4820
384,45089,47579,19101
385,1865,32049,19103
386,21355,1021,21344
387,19106,33966,36588
388,36581,19110,2106
389,7157,6181,17834
390,19124,1,396
391,42568,19113,42566
392,19115,31488,19117
393,31083,19119,31082
394,5080,40103,14591
395,14591,5080,14327
396,19124,5087,19139
397,19124,1910,1923
398,19125,19126,4987
399,5080,39690,14327
400,19128,19129,2091
401,12812,29788,19131
402,47608,47608,47608
403,1043,536,1866
404,19135,42844,19137
405,19138,2526,189
406,19139,396,390
407,3560,22595,6051
408,3928,3758,25906
409,40294,410,2107
410,40294,40295,36612
411,47608,47608,47608
412,6196,501,3398
413,7866,2098,22341
414,19150,19151,19152
415,347,32736,19154
416,39199,199,37405
417,11182,19157,422
418,454,8027,444
419,2282,446,17744
420,2821,12918,3797
421,3747,422,15197
422,11182,417,19158
423,41889,12993,1424
424,2134,6726,207
425,1632,420,1486
426,6224,6302,9306
427,5030,7663,2815
428,208,2131,3371
429,2531,441,159
430,4618,298,3057
431,232,6039,19160
432,2587,4387,969
433,21450,2407,2408
434,19162,4079,2405
435,12015,19163,11791
436,17934,7871,860
437,6224,219,5414
438,19164,24091,4818
439,1761,22227,20490
440,3691,39255,43515
441,59,429,875
442,602,19170,14065
443,7663,7745,2815
444,6756,418,621
445,12618,1633,622
446,19171,419,35639
447,13700,46266,7203
448,7663,443,7745
449,30836,19175,19176
450,16,19177,19178
451,3030,19179,446
452,11182,3745,34352
453,22101,3116,965
454,418,8027,1747
455,459,469,479
456,304,10317,908
457,455,469,456
458,25573,19183,24229
459,455,19185,3580
460,19186,19187,19188
461,793,681,325
462,13266,479,5532
463,467,5532,455
464,1035,471,1680
465,293,46828,523
466,289,320,89
467,463,3866,462
468,10608,484,3318
469,455,457,6308
470,1680,2653,1038
471,1040,1680,324
472,2941,966,3859
473,16776,41263,43984
474,7340,468,11062
475,6627,31467,6618
476,19193,19194,19195
477,1934,3171,6389
478,1571,20255,1573
479,5532,13266,19197
480,483,23460,9791
481,536,4832,1866
482,3318,29261,36236
483,480,23460,24320
484,10608,468,3318
485,4566,285,279
486,405,2978,173
487,3564,6548,5586
488,1854,19203,1859
489,517,6193,510
490,4179,488,6249
491,43456,11824,1860
492,2150,4103,507
493,8884,2843,11018
494,492,1197,507
495,37242,12949,19206
496,4179,7947,7775
497,488,510,1859
498,1245,333,43306
499,4747,13214,37731
500,2379,815,813
501,6196,412,19209
502,7390,19210,5466
503,812,806,953
504,1914,19211,6235
505,42506,7947,24131
506,3405,186,370
507,5966,1100,1181
508,24364,4502,22891
509,8014,3523,9330
510,514,497,489
511,6789,715,12289
512,4994,517,24478
513,19217,32505,28106
514,10525,2956,2385
515,12228,1069,15606
516,15570,41728,41729
517,1044,489,11517
518,5459,955,930
519,19222,2851,1870
520,11827,777,1156
521,3683,1055,1984
522,7454,39,3197
523,318,293,325
524,6448,6543,26678
525,534,320,310
526,532,546,4704
527,16697,43837,9902
528,323,25254,915
529,722,4036,33635
530,14516,915,323
531,545,4562,1449
532,30097,3288,535
533,22707,2539,2606
534,525,172,316
535,55,789,296
536,481,1866,1689
537,4262,13534,209
538,191,2607,19229
539,9719,546,425
540,6124,324,26363
541,3194,5178,1503
542,19231,6647,2983
543,349,25254,323
544,2977,291,669
545,1449,531,2598
546,526,4704,532
547,331,19233,19234
548,44055,28609,19706
549,10748,3011,10620
550,19254,19279,47002
551,19241,560,19313
552,550,19254,47002
553,19245,19246,19313
554,562,563,5434
555,19248,19249,19250
556,19251,19252,19253
557,19254,19255,550
558,19256,19257,29928
559,1208,7235,6854
560,29928,19314,551
561,19261,19262,19263
562,7266,13609,554
563,594,554,3458
564,587,40153,19265
565,580,8126,581
566,32661,19267,41759
567,19269,569,41759
568,19271,19272,19273
569,19274,41759,567
570,585,5375,14480
571,577,30435,19282
572,3019,2458,7877
573,45408,550,19279
574,19294,3024,2896
575,10151,2175,569
576,19281,1427,584
577,571,19282,19283
578,19284,29331,19286
579,21963,2999,21971
580,565,583,581
581,8126,12056,35803
582,8126,12056,14020
583,580,565,13269
584,38765,1843,1821
585,570,5375,14480
586,35520,35703,19293
587,564,19294,39241
588,2999,571,577
589,42122,39832,39229
590,19299,19300,15361
591,19301,213,3312
592,19302,7148,18436
593,19303,30439,19305
594,45644,17632,39776
595,16298,19308,43121
596,19310,19311,19312
597,563,17211,8546
598,19313,19314,551
599,8057,1103,4541
600,19315,19316,19317
601,8988,8989,30719
602,11801,17866,442
603,2146,7473,616
604,14673,3026,2277
605,2698,9821,1979
606,19319,20897,6853
607,10588,4784,4790
608,19321,41873,1737
609,615,15389,25085
610,613,13956,11682
611,19324,608,2285
612,14678,1878,1881
613,610,19325,11682
614,856,9346,1778
615,29933,609,19327
616,744,1222,2669
617,249,271,19328
618,5414,15140,1721
619,9912,6321,1620
620,11234,1089,203
621,4230,6759,632
622,1633,445,4243
623,38083,15362,14215
624,19330,1734,602
625,19331,19332,19333
626,1734,219,39257
627,8140,6580,3288
628,11673,11648,35119
629,2280,2401,2422
630,9543,10412,7411
631,2030,2470,2486
632,6759,4232,763
633,35099,24040,613
634,654,19367,645
635,26858,659,5774
636,647,19390,662
637,19390,19342,19360
638,19344,19424,19395
639,19347,19348,19349
640,9658,637,19361
641,10076,3307,1432
642,19351,19352,19353
643,19354,19355,19356
644,10429,46572,26026
645,19359,654,634
646,802,1428,1429
647,636,662,19360
648,19361,19362,9658
649,19363,19364,19365
650,19366,19367,19398
651,19369,31244,31246
652,12084,2309,8023
653,19372,19373,19374
654,19375,19376,645
655,19377,19378,19379
656,19380,19381,19382
657,1432,5983,10076
658,19383,659,26858
659,635,658,26858
660,8002,19386,19387
661,19388,11150,19389
662,19390,19391,19392
663,9658,637,19393
664,19394,19395,19396
665,19397,19398,19399
666,5995,27345,6002
667,20060,30795,20059
668,19404,19414,667
669,674,19406,30293
670,41365,647,15348
671,19409,19410,19411
672,9701,19412,19413
673,19414,41253,19416
674,669,3572,8718
675,19417,19418,19419
676,9031,41365,33515
677,19422,19423,19424
678,19425,19426,19427
679,5268,694,42231
680,293,523,1684
681,461,19429,8378
682,30243,19431,19432
683,12212,366,355
684,38799,19434,32232
685,321,8376,10317
686,1453,325,20395
687,1038,1193,22412
688,695,9893,14389
689,19438,690,1609
690,25525,44054,3404
691,11572,1680,32961
692,797,10316,793
693,16411,26889,1043
694,679,5268,5270
695,688,9893,7394
696,991,14685,40202
697,1032,1934,548
698,19444,14325,19445
699,1450,27331,1593
700,11157,17865,36647
701,787,299,790
702,11080,314,8364
703,19448,2582,34973
704,11581,3369,378
705,25126,1662,4849
706,2360,2347,1360
707,918,841,843
708,3376,44840,3204
709,23244,1977,2821
710,8351,16095,7423
711,712,19453,728
712,711,728,3308
713,5016,31045,27696
714,1760,708,44840
715,511,10847,851
716,969,2614,1090
717,19457,3308,3934
718,19458,6403,11779
719,5239,18695,26811
720,1667,1645,4218
721,7096,19777,1708
722,529,33635,4036
723,6500,26810,26811
724,1369,2342,1358
725,44840,4849,4349
726,930,518,1710
727,8854,2075,63
728,8122,8808,711
729,18037,15710,151
730,9417,2570,9437
731,4587,1272,4600
732,23753,2341,2346
733,227,1416,1414
734,17218,38373,8312
735,562,19467,554
736,19468,19469,6500
737,3764,919,19470
738,47608,47608,47608
739,44840,3376,5454
743,141,1229,19475
744,7468,616,2146
745,19476,19477,19478
746,38449,11352,19487
747,11526,11529,7021
748,603,744,749
749,34395,748,7487
750,15391,10394,569
751,3537,743,22567
752,19483,19484,19903
753,2671,6757,778
754,2623,19486,8
755,3817,11272,6759
756,772,12345,2677
757,19487,2830,6027
758,2154,759,4226
759,6240,2383,758
760,19488,11352,34626
761,19490,19491,19492
762,19493,44760,19495
763,9342,6759,12718
764,13454,38164,38163
765,42330,11191,19499
766,3703,19500,19501
767,15622,12336,10521
768,43860,19503,19504
769,2817,11625,3805
770,15055,2574,4427
771,19505,19506,19507
772,2157,34395,11126
773,19509,19510,2695
774,12718,5804,5808
775,19511,19512,19513
776,19514,19515,19516
777,520,8671,1394
778,2673,2671,34245
779,1188,20377,2429
780,16748,2690,19519
781,19520,10034,5129
782,7017,7021,747
783,19521,753,778
784,4033,19522,7466
785,519,2143,2964
786,19523,465,3489
787,19524,788,795
788,787,11219,34404
789,55,1591,535
790,1431,787,3193
791,41365,794,19527
792,787,795,2390
793,461,19528,325
794,791,1589,800
795,2391,787,27321
796,19530,19531,19532
797,325,908,318
798,2024,20727,2021
799,47235,47236,47237
800,296,1589,906
801,34314,19538,35039
802,646,1428,1429
803,462,455,13266
804,8471,3027,1540
805,813,2188,3029
806,835,503,4171
807,33847,33846,8420
808,1650,1179,1186
809,1555,1551,839
810,815,813,2384
811,22573,4171,835
812,2966,503,35319
813,815,810,823
814,1861,2378,2188
815,813,810,8730
816,1181,32352,32353
817,18542,41588,19547
818,514,3246,3245
819,21212,953,821
820,812,7941,10833
821,953,824,2966
822,19549,19550,26800
823,5141,813,23357
824,2969,3660,10585
825,15046,19553,5126
826,12780,3549,2143
827,6560,3032,4218
828,1542,1568,23792
829,29590,8277,4948
830,810,500,32353
831,4938,5126,4497
832,8277,13213,3029
833,4935,1567,4503
834,978,2380,1145
835,8881,4171,806
836,19557,847,19558
837,824,2746,4608
838,35367,40330,35369
839,1551,842,1555
840,4820,4822,4218
841,918,1364,1527
842,839,1557,4503
843,8259,841,18137
844,27235,27268,19564
845,3028,35604,26922
846,2744,2143,3717
847,40579,2942,836
848,19568,19569,19570
849,8471,3027,18539
850,8471,18544,3027
851,15100,1089,620
852,19571,1896,4129
853,2357,19572,5215
854,10537,1812,856
855,873,1660,860
856,9346,854,1985
857,28994,5785,1814
858,10814,961,3110
859,9332,9206,1504
860,856,854,2789
861,864,5913,10105
862,6852,2606,2487
863,4541,3011,15160
864,876,1203,36464
865,15478,1981,12670
866,3433,3431,19575
867,13755,8291,2481
868,6950,735,5844
869,4451,14468,9630
870,3448,15517,3433
871,861,1534,3451
872,19576,19577,19578
873,855,14460,1660
874,3920,599,1804
875,1083,1534,3432
876,3285,864,36464
877,75,187,998
878,153,32,1295
879,5295,3511,43393
880,3289,2039,22307
881,8492,9915,19582
882,7388,7375,3447
883,8420,181,6
884,47682,14847,3646
885,40849,17498,9539
886,532,30097,19586
887,3200,4387,10720
888,296,19587,17612
889,67,340,3067
890,293,523,1580
891,3466,3460,12194
892,2442,2454,3605
893,899,19588,11971
894,4025,19596,3738
895,887,8141,19590
896,546,430,2614
897,2571,1004,6736
898,11155,426,1632
899,893,16657,11971
900,1892,16765,7068
901,532,45602,423
902,19592,19593,19594
903,97,1934,3488
904,19595,19596,10990
905,27211,27212,1879
906,296,323,25254
907,317,2598,329
908,325,318,797
909,6861,2564,27331
910,4927,4918,4920
911,906,296,20288
912,4923,12288,19602
913,295,332,279
914,42034,42033,43775
915,323,25254,906
916,31191,19608,19609
917,922,1358,928
918,707,1527,841
919,19611,921,3779
920,1998,2002,13211
921,919,19611,20157
922,917,5158,5899
923,4971,2963,953
924,19617,925,23561
925,924,7101,19615
926,925,7101,924
927,23561,924,19617
928,1342,1350,937
929,19618,925,924
930,1114,955,518
931,924,927,23561
932,1545,5451,2344
933,19636,19621,19622
934,8386,41119,1346
935,19636,19625,19626
936,946,1339,955
937,1339,1350,928
938,927,23561,924
939,927,23561,924
940,1346,39649,1342
941,19638,19636,935
942,1374,1342,957
943,3415,22470,19633
944,920,38966,4671
945,24654,4130,2463
946,1350,1339,937
947,1364,1257,1352
948,19636,19637,19638
949,4275,1521,19639
950,2002,7902,12786
951,6292,6291,2346
952,2859,1808,4460
953,5667,821,923
954,1261,1522,1364
955,3425,5459,930
956,5838,9274,14876
957,1374,1342,946
958,19640,937,20015
959,4031,17008,44359
960,19643,19644,19645
961,858,3057,3201
962,15752,967,172
963,46361,8802,43793
964,32116,9779,19649
965,860,8042,453
966,472,6249,2941
967,3495,962,1505
968,33801,19651,4036
969,716,1090,2122
970,2018,41196,6429
971,21467,38461,13668
972,42457,20255,1571
973,14888,7256,40851
974,24082,42825,9976
975,7127,728,6541
976,19660,19661,19662
977,13523,3718,39643
978,2380,834,19664
979,14930,4216,25631
980,532,34335,3502
981,4113,2277,14632
982,19667,614,1873
983,19668,6501,6506
984,6422,426,6224
985,7752,5550,3281
986,1225,2458,3019
987,8984,8998,22397
988,19670,19671,7349
989,2142,9320,5320
990,25730,19673,45644
991,696,14685,3128
992,7248,3876,711
993,1013,997,68
994,999,100,91
995,79,7347,1027
996,3302,28805,4978
997,1027,998,1895
998,1013,997,1027
999,994,100,2559
1000,19676,1014,999
1001,1014,76,998
1002,91,19677,17281
1003,1008,36242,994
1004,2571,17281,6714
1005,2556,9990,31522
1006,2937,999,6073
1007,33613,19681,19682
1008,12401,1003,994
1009,328,968,529
1010,19683,36803,29445
1011,19686,19687,19688
1012,6695,29452,29174
1013,1895,1897,1018
1014,1001,1019,998
1015,6073,1006,999
1016,30565,19692,9987
1017,31355,3451,9338
1018,1013,998,995
1019,1014,997,1027
1020,1306,6695,7316
1021,21355,386,30566
1022,19696,1025,8497
1023,47513,1330,9234
1024,9234,1330,1023
1025,9234,47513,15451
1026,6429,2934,41995
1027,997,7347,1895
1028,1074,1067,2559
1029,19700,4036,29452
1030,9987,19702,32830
1031,46913,46903,18286
1032,19706,543,326
1033,6603,16669,24911
1034,28264,4814,3794
1035,2426,2210,1680
1036,1040,687,21540
1037,9384,9389,17285
1038,687,5958,1193
1039,19710,5763,5314
1040,4264,1201,22412
1041,1045,6792,11580
1042,157,329,5892
1043,22412,3079,1189
1044,1145,517,198
1045,7834,2080,6132
1046,4837,38174,4375
1047,31908,4559,321
1048,2614,5030,2122
1049,1585,9749,1673
1050,39985,39986,2055
1051,323,296,915
1052,357,800,354
1053,5487,3237,43290
1054,38573,13721,13720
1055,19719,3237,7042
1056,5845,32524,32530
1057,23900,40590,4565
1058,5487,14902,4568
1059,7449,2839,3497
1060,11721,19724,19725
1061,72,1072,1713
1062,34589,4308,35819
1063,19728,19729,19730
1064,46905,19732,47441
1065,3288,23172,4032
1066,5670,6548,11186
1067,1074,75,153
1068,43644,19736,27161
1069,515,16,8369
1070,16664,43779,19739
1071,44303,4920,14466
1072,72,1713,1061
1073,19741,23299,43393
1074,1067,1028,19744
1075,3109,173,1379
1076,77,2552,2571
1077,38146,19746,19747
1078,4300,19748,19749
1079,11933,99,51
1080,19750,23541,19752
1081,15532,3980,19753
1082,19754,19755,19756
1083,875,3291,159
1084,39944,43661,5705
1085,19759,5911,3290
1086,1069,35541,9868
1087,18301,46913,18286
1088,46223,46222,17965
1089,9633,10080,620
1090,19764,716,969
1091,4189,383,5065
1092,13586,16040,42607
1093,13411,19766,42570
1094,35638,42026,20866
1095,1107,203,88
1096,1194,1197,6773
1097,3690,5914,1075
1098,46077,3201,3298
1099,1394,777,1410
1100,4104,2430,8242
1101,9727,3694,3767
1102,6547,19772,1300
1103,21983,3011,4541
1104,25368,5609,1711
1105,6298,26494,6600
1106,5547,2137,1390
1107,1095,203,2537
1108,14458,15100,19776
1109,1743,721,19777
1110,5171,3481,1413
1111,19778,19779,1143
1112,23707,4423,9271
1113,2972,21937,21938
1114,930,4135,955
1115,19783,19784,19785
1116,16050,3732,5216
1117,1139,1770,23707
1118,1701,1131,16390
1119,2493,7081,2484
1120,14005,11427,38992
1121,1130,1123,7119
1122,1795,1883,7927
1123,1121,1130,1175
1124,10224,5982,10225
1125,19788,8839,6526
1126,7219,17916,7217
1127,546,39253,26094
1128,14882,45191,37600
1129,19793,19794,19795
1130,1121,7119,9271
1131,1118,1701,2172
1132,6957,2002,12786
1133,14151,19796,1121
1134,1143,10676,19797
1135,27750,16125,19799
1136,7578,7581,7558
1137,19800,39753,19802
1138,11480,11427,1139
1139,1117,7111,33428
1140,2003,2016,19804
1141,47608,47608,47608
1142,19808,33591,2699
1143,9530,8954,1111
1144,19810,19811,31027
1145,19813,1044,2380
1146,19814,27729,19816
1147,19817,19818,19819
1148,11317,34559,19821
1149,40114,19823,33482
1150,212,38627,197
1151,1376,19826,47348
1152,19828,45913,17761
1153,13072,12833,13075
1154,1929,19830,41504
1155,84,4735,1986
1156,3413,16373,5503
1157,19832,19833,17715
1158,45617,42798,19836
1159,2407,2416,236
1160,8314,4133,8564
1161,26665,15086,26666
1162,3712,11510,45009
1163,2577,19840,11743
1164,45407,40240,14676
1165,19843,13383,19844
1166,19845,19846,19847
1167,19848,3902,13888
1168,19849,19850,38028
1169,10675,33577,19853
1170,32265,2366,41285
1171,34075,15055,19857
1172,1998,2002,920
1173,29449,38039,8197
1174,19860,19861,19862
1175,13595,1123,15338
1176,5966,2574,8270
1177,10545,17401,14879
1178,3940,3418,8658
1179,808,1186,1406
1180,28862,1853,1188
1181,1194,1197,1868
1182,32510,1200,1866
1183,687,10038,1038
1184,32355,492,9936
1185,1868,1853,1100
1186,412,5310,1866
1187,19866,47295,2847
1188,2204,1853,8473
1189,1043,1193,39696
1190,43861,1184,492
1191,4387,2818,432
1192,2723,1046,8925
1193,26964,19871,687
1194,1197,1181,6191
1195,2850,492,1858
1196,5126,1557,825
1197,1194,1181,6191
1198,1043,4264,1040
1199,26964,1040,1043
1200,1182,1866,492
1201,6453,1040,6769
1202,19873,9443,1223
1203,12508,1253,864
1204,18205,9122,11936
1205,2471,27056,6671
1206,16833,3360,3354
1207,19875,9597,9591
1208,9960,4724,4722
1209,22560,19877,16459
1210,5936,6335,19878
1211,19879,19880,19881
1212,47673,19883,19884
1213,7878,8680,22962
1214,10099,14919,19886
1215,4267,19887,24075
1216,9649,2172,188
1217,3432,3454,15513
1218,19889,19890,407
1219,19891,45102,19893
1220,4535,11956,4520
1221,3505,31580,19895
1222,2694,616,2692
1223,22875,11163,3802
1224,47608,47608,47608
1225,15269,2458,986
1226,5348,5346,11193
1227,9964,19900,32374
1228,13629,44021,8458
1229,19903,9445,743
1230,3776,38933,13918
1231,12164,35861,15294
1232,3002,19906,2992
1233,2477,21319,1203
1234,2482,19908,19909
1235,28258,25663,42519
1236,44775,32090,38425
1237,19916,24197,47629
1238,19919,27762,7581
1239,17152,44668,44669
1240,226,7908,2823
1241,3376,708,44840
1242,3677,15591,8544
1243,167,5000,15144
1244,8309,5375,570
1245,498,19924,333
1246,540,6197,209
1247,1470,3459,7321
1248,9650,9462,12911
1249,2346,2791,952
1250,19925,19926,19927
1251,38481,7114,13678
1252,1294,4877,1332
1253,15595,1256,3289
1254,4272,1276,4271
1255,19929,11193,5513
1256,1253,2166,15595
1257,1364,947,1352
1258,1521,6809,32603
1259,1276,47,1260
1260,2774,2754,28
1261,1522,954,1364
1262,1267,1289,21662
1263,4137,44337,10980
1264,1521,1533,4275
1265,1326,7518,1334
1266,1284,19933,23507
1267,3410,47254,19936
1268,19937,33743,3438
1269,43432,5505,5495
1270,1315,5699,1299
1271,46452,4691,9530
1272,1285,4600,731
1273,23507,4290,19942
1274,3719,5105,841
1275,23,3806,6
1276,4272,1259,47
1277,44193,1299,1253
1278,19944,19945,19946
1279,31762,22307,15595
1280,19949,19950,19951
1281,4265,6816,1521
1282,44213,19953,19954
1283,5497,19955,11537
1284,1266,38481,16661
1285,1272,4587,4600
1286,13683,34318,31174
1287,19959,19960,19961
1288,41233,1255,5492
1289,1267,18470,22880
1290,10774,19964,19965
1291,19966,19967,19968
1292,19969,1294,1303
1293,20010,1336,1297
1294,32,1303,1314
1295,32,1303,1298
1296,1304,32,1312
1297,1302,1314,1303
1298,32,1295,1303
1299,13,11,6873
1300,3188,3192,4871
1301,1303,1294,1297
1302,1297,1314,1336
1303,32,1295,1294
1304,1296,20010,1312
1305,4036,1029,4775
1306,29173,29174,19974
1307,16730,19975,1334
1308,43902,19977,8198
1309,26345,19979,19980
1310,34937,11566,19982
1311,19983,19984,19985
1312,1296,1328,1314
1313,6871,16913,5704
1314,22218,1303,1294
1315,5711,1270,11
1316,19987,19988,19989
1317,43668,16608,16614
1318,19991,19992,19993
1319,666,30410,10238
1320,19995,23513,4312
1321,1314,1302,1328
1322,14508,33503,19998
1323,1334,16730,33672
1324,31,6237,5711
1325,20005,33672,34587
1326,16730,1334,20013
