artistID,userID,tagID,month,year
7,433,216,3,2010
7,435,6,7,2007
7,455,1,11,2006
7,455,61,11,2006
7,455,3673,11,2006
7,499,3882,11,2010
7,499,3883,11,2010
7,499,3890,11,2010
7,541,1,11,2007
7,541,79,11,2007
7,543,6,3,2009
7,545,1,10,2007
7,545,190,6,2008
7,545,850,6,2008
7,604,1,8,2006
7,604,7,8,2006
7,604,73,8,2006
7,604,179,8,2006
7,604,190,8,2006
7,604,2604,8,2006
7,616,2,5,2009
7,616,61,5,2009
7,685,2,2,2009
7,685,189,4,2010
7,699,850,2,2007
7,699,4956,7,2007
7,706,6,12,2010
7,706,2604,12,2010
7,728,2371,5,2007
7,737,1,6,2009
7,737,73,6,2009
7,737,79,6,2009
7,747,1,5,2007
7,747,61,5,2007
7,876,543,1,2011
7,888,6,8,2009
7,895,6,3,2008
7,895,61,3,2008
7,904,1,4,2010
7,904,72,4,2010
7,926,61,5,2008
7,926,850,7,2008
7,927,61,12,2007
7,927,73,12,2007
7,979,72,10,2006
7,1029,6253,3,2008
7,1052,78,2,2011
7,1052,80,2,2011
7,1052,6955,2,2011
7,1161,73,3,2010
7,1183,176,6,2008
7,1183,178,6,2008
7,1249,1,2,2010
7,1249,61,2,2010
7,1249,79,2,2010
7,1249,216,2,2010
7,1349,1,10,2010
7,1349,61,10,2010
7,1349,73,10,2010
7,1380,1,12,2009
7,1380,56,12,2009
7,1380,177,11,2010
7,1380,184,8,2010
7,1380,210,8,2010
7,1380,285,12,2009
7,1462,73,9,2010
7,1462,234,9,2010
7,1462,524,9,2010
7,1462,623,9,2010
7,1462,850,9,2010
7,1522,61,6,2010
7,1522,73,6,2010
7,1547,9823,5,2008
7,1553,1,10,2009
7,1553,61,1,2011
7,1553,73,10,2009
7,1635,10213,7,2010
7,1639,10232,4,2008
7,1672,73,10,2009
7,1672,306,10,2009
7,1672,352,10,2009
7,1679,1,2,2010
7,1679,6,2,2010
7,1679,73,2,2010
7,1679,79,2,2010
7,1710,61,9,2010
7,1730,1,8,2008
7,1730,6,8,2008
7,1730,61,8,2008
7,1730,73,8,2008
7,1730,79,8,2008
7,1759,1,12,2008
7,1759,216,11,2008
7,1759,370,11,2008
7,1759,1984,11,2008
7,1759,10875,11,2008
7,1759,10876,11,2008
7,1771,1,9,2010
7,1771,176,9,2010
7,1771,233,9,2010
7,1825,11222,8,2010
7,1860,6,10,2010
7,1865,1,12,2008
7,1865,6,12,2008
7,1865,61,12,2008
7,1865,73,12,2008
7,1865,79,12,2008
7,1929,73,12,2006
7,1929,184,1,2007
7,1929,386,12,2006
7,1929,11757,1,2007
7,1973,10116,3,2008
7,1996,1513,4,2010
7,1996,11314,4,2010
7,1996,12133,4,2010
7,1996,12134,4,2010
7,1996,12140,4,2010
7,2014,12209,4,2006
7,2046,6,3,2010
7,2055,1097,6,2009
7,2088,6,11,2009
7,2088,61,11,2009
7,2088,73,11,2009
7,2088,386,11,2009
7,2096,61,10,2009
7,2096,481,8,2010
8,9,73,6,2008
8,9,138,6,2008
8,9,139,6,2008
8,9,141,6,2008
8,37,552,7,2008
8,101,1,1,2011
8,101,139,1,2011
8,101,141,1,2011
8,101,541,1,2011
8,101,1219,1,2011
8,104,1,10,2009
8,104,139,10,2009
8,104,141,10,2009
8,104,541,10,2009
8,217,2155,10,2008
8,273,233,9,2008
8,274,1219,6,2008
8,320,364,4,2006
8,435,1219,7,2007
8,681,139,8,2008
8,681,141,8,2008
8,747,1,4,2007
8,1479,139,7,2010
8,1679,1,2,2011
8,1679,139,2,2011
8,1679,541,2,2011
8,1929,139,5,2006
8,1984,139,12,2007
9,39,61,6,2008
9,39,562,5,2008
9,39,563,5,2008
9,39,570,6,2008
9,39,571,9,2009
9,39,572,12,2008
9,39,576,12,2009
9,39,577,12,2009
9,39,580,6,2008
9,39,595,6,2008
9,39,597,6,2008
9,40,61,7,2008
9,40,127,3,2009
9,63,61,3,2011
9,225,61,10,2009
9,225,86,10,2009
9,225,565,10,2009
9,455,18,11,2006
9,455,61,8,2006
9,455,86,11,2006
9,455,127,4,2007
9,455,3673,11,2006
9,908,61,10,2007
9,914,86,6,2007
9,926,9,6,2008
9,926,1447,7,2008
9,935,61,3,2007
9,935,2794,3,2007
9,1026,6763,10,2008
9,1103,61,12,2008
9,1181,86,3,2008
9,1249,86,8,2009
9,1249,309,8,2009
9,1273,61,7,2007
9,1679,86,2,2010
9,1679,565,2,2010
9,1723,61,5,2009
9,1723,86,5,2009
9,1723,565,5,2009
9,1929,86,3,2007
9,2046,12,10,2008
10,39,563,5,2008
10,40,61,7,2008
10,40,565,7,2008
10,40,607,7,2008
10,111,18,8,2008
10,111,86,8,2008
10,225,61,1,2010
10,225,86,1,2010
10,225,565,1,2010
10,325,10,5,2011
10,325,61,5,2011
10,325,86,5,2011
10,325,565,5,2011
10,546,385,1,2010
10,914,86,6,2007
10,914,565,6,2007
10,1098,86,9,2005
10,1249,86,8,2009
10,1604,61,1,2008
10,1621,86,10,2005
10,1679,18,3,2010
10,1679,86,3,2010
10,1679,565,3,2010
10,1929,86,11,2006
11,39,563,5,2008
11,39,567,5,2008
11,40,61,10,2008
11,40,86,10,2008
11,40,565,10,2008
11,225,61,10,2009
11,225,86,10,2009
11,225,565,10,2009
11,914,86,6,2007
11,914,565,6,2007
11,935,18,4,2007
11,935,30,4,2007
11,935,565,4,2007
11,1103,61,12,2008
11,1103,86,12,2008
11,1249,61,8,2009
11,1249,86,8,2009
12,170,5,11,2008
12,433,742,2,2010
12,433,743,2,2010
12,433,2096,2,2010
12,433,3509,2,2010
12,459,4,2,2011
12,459,5,2,2011
12,459,742,2,2011
12,546,2096,9,2008
12,616,4,6,2009
12,616,5,6,2009
12,616,188,6,2009
12,715,4,2,2008
12,715,5,2,2008
12,914,5,6,2007
12,1026,6778,7,2006
12,1030,5,8,2007
12,1228,7954,2,2010
12,1493,9613,2,2010
12,1493,9614,2,2010
12,1860,4,8,2010
12,1860,5,8,2010
13,39,9,12,2009
13,39,86,12,2009
13,39,565,12,2009
13,40,61,10,2008
13,40,565,7,2008
13,225,61,5,2009
13,225,86,5,2009
13,225,565,5,2009
13,455,9,11,2006
13,455,61,11,2006
13,455,86,11,2006
13,914,86,6,2007
13,914,565,6,2007
13,935,18,4,2007
13,935,61,4,2007
13,935,565,4,2007
13,1273,10,2,2008
13,1621,86,10,2005
13,1700,4328,5,2011
13,1929,61,3,2007
13,1929,86,3,2007
13,2046,12,3,2010
15,154,1532,1,2008
15,217,2139,10,2008
15,225,4,3,2008
15,235,4,10,2006
15,235,1532,10,2006
15,377,4,5,2008
15,377,5,9,2006
15,377,1532,9,2006
15,377,3135,9,2006
15,459,1,2,2011
15,459,4,12,2010
15,459,5,2,2011
15,459,285,2,2011
15,459,1482,12,2010
15,459,1532,12,2010
15,459,2092,12,2010
15,459,3335,2,2011
15,459,3343,12,2010
15,459,3509,12,2010
15,459,3704,2,2011
15,459,3705,2,2011
15,459,3706,2,2011
15,459,3707,12,2010
15,546,4,9,2008
15,546,89,9,2008
15,579,1532,2,2007
15,706,1532,12,2010
15,735,4,9,2008
15,860,4,4,2007
15,1026,4,1,2007
15,1026,6763,7,2008
15,1093,7155,12,2006
15,1183,4,7,2008
15,1183,1532,7,2008
15,1183,3343,7,2008
15,1228,7954,2,2010
15,1623,4,10,2006
15,1860,4,12,2010
15,1860,1532,12,2010
15,1860,3343,12,2010
15,2007,4,10,2008
15,2090,3343,6,2007
16,12,61,2,2010
16,12,179,2,2010
16,12,190,2,2010
16,40,179,7,2008
16,229,61,7,2009
16,433,18,4,2010
16,714,1478,8,2007
16,714,2548,8,2007
16,714,3678,8,2007
16,714,4300,8,2007
16,714,5033,8,2007
16,1232,179,3,2009
16,1545,61,2,2008
16,1545,190,2,2008
16,1545,1478,2,2008
16,1679,179,1,2010
16,1679,190,1,2010
16,1679,575,1,2010
16,1774,61,9,2007
16,1774,179,9,2007
16,1774,575,9,2007
16,1929,179,3,2008
16,2053,190,2,2008
16,2055,1097,2,2009
17,12,61,2,2010
17,39,563,5,2008
17,40,61,11,2008
17,40,565,3,2009
17,225,61,1,2010
17,225,86,1,2010
17,225,565,1,2010
17,557,10,9,2010
17,557,12,9,2010
17,557,61,9,2010
17,557,565,9,2010
17,714,10,8,2007
17,714,61,8,2007
17,714,86,8,2007
17,714,2548,8,2007
17,1774,565,10,2007
17,1929,86,3,2007
17,2046,12,10,2008
18,12,18,8,2010
18,12,61,8,2010
18,12,179,8,2010
18,264,74,3,2008
18,320,61,2,2006
18,455,18,3,2007
18,455,61,3,2007
18,455,86,3,2007
18,455,575,3,2007
18,455,3673,3,2007
18,557,61,9,2009
18,557,179,9,2009
18,557,202,9,2009
18,557,575,9,2009
18,557,1478,9,2009
18,714,86,8,2007
18,714,1097,8,2007
18,714,1478,8,2007
18,714,5033,8,2007
18,935,575,2,2007
18,1103,179,12,2008
18,1103,575,12,2008
18,1235,18,4,2006
18,1235,179,4,2006
18,1235,575,4,2006
18,1679,179,6,2009
18,1679,187,3,2009
18,1679,190,2,2010
18,1679,575,6,2009
18,1929,179,1,2007
18,1929,575,1,2007
18,2055,1097,2,2009
19,73,959,10,2008
19,73,964,11,2008
19,73,966,10,2008
19,73,967,10,2008
19,224,61,8,2005
19,320,61,2,2006
19,455,18,11,2006
19,455,61,11,2006
19,455,86,11,2006
19,455,3673,11,2006
19,926,9,6,2008
19,926,1447,6,2008
19,935,61,12,2005
19,1089,18,5,2008
19,1464,662,10,2008
19,1604,18,5,2011
19,1604,30,5,2011
19,1604,61,5,2011
19,1604,86,5,2011
19,1604,565,5,2011
19,1621,61,10,2005
19,1679,86,1,2010
19,1679,565,1,2010
19,1700,370,5,2011
19,1723,61,5,2009
19,1723,86,5,2009
19,1723,565,5,2009
19,1723,575,5,2009
19,1929,61,1,2008
19,1929,86,1,2008
20,546,4,9,2008
20,546,89,9,2008
20,548,4,3,2010
20,548,1532,3,2010
20,548,2092,3,2010
20,1623,1,9,2007
20,1623,4,9,2007
22,40,61,7,2008
22,40,613,7,2008
22,111,67,6,2008
22,926,9,5,2008
22,1929,61,3,2007
22,1929,86,3,2007
22,2030,67,9,2009
23,177,6,4,2007
23,225,6,2,2009
23,433,6,5,2011
23,433,18,5,2011
23,433,3508,12,2009
23,546,4,9,2008
23,546,6,1,2009
23,1026,6,8,2008
23,1026,61,8,2008
23,1026,6763,8,2008
23,1026,6765,5,2009
23,1026,6773,8,2008
24,39,563,5,2008
24,39,567,5,2008
24,111,86,8,2008
24,320,61,2,2006
24,926,9,5,2008
24,1100,7188,1,2011
24,1103,61,12,2008
24,1273,61,2,2008
24,1723,9,5,2009
24,1723,86,5,2009
25,84,4,2,2011
25,84,5,2,2011
25,84,7,2,2011
25,124,1,11,2007
25,124,7,11,2007
25,124,179,11,2007
25,154,4,1,2008
25,225,4,8,2010
25,225,7,8,2010
25,313,1,4,2007
25,377,5,9,2006
25,377,1532,9,2006
25,545,1,11,2007
25,545,7,11,2007
25,579,1532,2,2007
25,616,4,5,2009
25,616,5,5,2009
25,616,7,5,2009
25,737,1,3,2010
25,737,850,3,2010
25,747,1,4,2007
25,950,850,3,2009
25,950,1532,2,2009
25,950,6312,4,2009
25,1026,6770,4,2007
25,1026,6776,12,2006
25,1183,1,6,2008
25,1183,1532,8,2008
25,1183,3343,6,2008
25,1267,4,7,2009
25,1267,7,7,2009
25,1267,1532,7,2009
25,1342,4,10,2008
25,1679,1,6,2010
25,1679,7,6,2010
25,1860,1532,1,2011
25,2053,4,4,2008
25,2096,121,9,2010
26,40,565,8,2008
26,926,565,4,2008
26,935,10,5,2008
26,935,565,5,2008
26,1929,321,10,2006
26,2003,18,12,2007
26,2003,46,12,2007
26,2003,61,12,2007
26,2003,127,12,2007
26,2003,321,12,2007
26,2003,447,12,2007
26,2003,565,12,2007
26,2003,839,12,2007
26,2003,4328,12,2007
26,2003,12174,12,2007
27,23,32,8,2009
27,225,61,2,2009
27,320,61,4,2006
27,320,364,4,2006
27,454,61,8,2010
27,454,309,8,2010
27,455,18,3,2007
27,455,61,3,2007
27,455,86,3,2007
27,455,3673,3,2007
27,1029,850,7,2007
27,1029,1097,7,2007
27,1148,61,4,2009
27,1249,86,8,2009
27,1861,61,11,2007
27,1929,30,12,2005
27,2003,18,8,2008
27,2003,33,8,2008
27,2003,61,8,2008
27,2003,86,8,2008
27,2046,61,5,2010
28,208,4,12,2010
28,225,4,2,2009
28,546,4,6,2007
28,548,4,4,2009
28,548,127,12,2008
28,548,2091,1,2011
28,548,2092,4,2009
28,548,3706,4,2009
28,548,4117,4,2009
28,548,4118,1,2011
28,931,1,11,2010
28,931,4,11,2010
28,931,2092,11,2010
28,931,3706,11,2010
28,1228,7954,2,2010
28,1267,4,2,2010
28,1342,4,10,2008
28,1623,1,10,2007
28,1623,4,10,2007
28,1809,11142,6,2009
28,1860,4,10,2010
30,31,74,2,2011
30,31,352,2,2011
30,31,494,2,2011
30,40,127,6,2009
30,73,956,8,2008
30,73,957,12,2008
30,73,959,6,2008
30,73,962,8,2008
30,73,963,5,2008
30,73,964,5,2008
30,73,965,5,2008
30,73,966,5,2008
30,73,967,9,2008
30,73,968,6,2008
30,73,969,7,2008
30,73,976,9,2008
30,117,18,6,2008
30,211,17,8,2010
30,211,18,8,2010
30,211,2102,8,2010
30,229,61,7,2009
30,396,1,7,2010
30,396,14,7,2010
30,396,16,9,2010
30,396,17,7,2010
30,396,18,6,2010
30,396,25,9,2010
30,396,30,7,2010
30,396,39,9,2010
30,396,61,6,2010
30,396,86,1,2011
30,396,88,7,2010
30,396,90,11,2010
30,396,233,10,2010
30,396,238,9,2010
30,396,302,2,2011
30,397,3239,2,2009
30,438,61,10,2010
30,544,86,6,2008
30,596,16,10,2007
30,596,18,10,2007
30,596,33,10,2007
30,596,61,10,2007
30,596,74,10,2007
30,596,179,10,2007
30,596,395,10,2007
30,596,575,10,2007
30,699,18,3,2007
30,714,18,8,2007
30,714,74,8,2007
30,714,86,8,2007
30,714,600,8,2007
30,714,4300,8,2007
30,926,86,6,2008
30,926,600,6,2008
30,935,30,2,2007
30,935,74,2,2007
30,954,61,5,2009
30,954,86,5,2009
30,954,600,5,2009
30,1012,6690,3,2006
30,1103,74,12,2008
30,1273,74,5,2008
30,1505,18,9,2008
30,1505,30,9,2008
30,1505,79,9,2008
30,1505,3237,9,2008
30,1505,3969,9,2008
30,1679,74,1,2010
30,1679,86,1,2010
30,1679,600,1,2010
30,1929,86,11,2006
30,2046,74,3,2010
30,2046,86,3,2010
31,39,563,5,2008
31,40,127,4,2009
31,40,565,7,2008
31,225,61,1,2010
31,225,86,1,2010
31,225,565,1,2010
31,433,86,3,2010
31,433,233,3,2010
31,935,565,2,2007
31,1621,86,9,2005
31,1679,61,7,2010
31,1679,86,7,2010
31,1679,565,7,2010
31,2046,12,3,2010
31,2046,86,3,2010
32,40,86,12,2008
32,40,127,3,2009
32,40,601,7,2008
32,40,602,10,2009
32,135,18,6,2008
32,135,600,6,2008
32,224,61,8,2005
32,224,187,8,2005
32,264,17,11,2007
32,264,74,11,2007
32,320,364,4,2006
32,455,18,3,2007
32,455,61,3,2007
32,455,74,3,2007
32,455,86,3,2007
32,455,127,4,2007
32,455,575,3,2007
32,455,3673,3,2007
32,557,74,10,2009
32,557,86,10,2009
32,557,600,10,2009
32,686,18,11,2007
32,686,127,11,2007
32,714,61,8,2007
32,714,74,8,2007
32,714,86,8,2007
32,714,600,8,2007
32,926,600,4,2008
32,935,600,1,2007
32,1026,4,9,2008
32,1026,6763,9,2008
32,1089,18,5,2008
32,1103,187,12,2008
32,1103,600,12,2008
32,1249,86,8,2009
32,1454,16,7,2009
32,1454,18,7,2009
32,1454,25,7,2009
32,1454,74,7,2009
32,1454,86,7,2009
32,1454,575,7,2009
32,1618,10093,3,2007
32,1679,74,6,2009
32,1679,86,6,2009
32,1679,600,6,2009
32,1723,61,5,2009
32,1723,86,5,2009
32,1865,18,12,2008
32,1865,61,12,2008
32,1865,86,12,2008
32,1929,86,11,2006
32,2003,18,8,2008
32,2003,86,8,2008
34,40,86,7,2008
34,40,602,10,2009
34,40,604,7,2008
34,135,600,6,2008
34,320,364,4,2006
34,455,18,11,2006
34,455,61,11,2006
34,455,86,11,2006
34,455,3673,11,2006
34,1103,18,12,2008
34,1249,86,8,2009
34,1273,74,2,2008
34,1679,74,1,2010
34,1679,86,1,2010
34,1679,600,1,2010
34,1723,61,5,2009
34,1723,86,5,2009
34,1929,61,2,2008
34,1929,86,2,2008
36,12,6,5,2010
36,12,18,5,2010
36,12,30,5,2010
36,12,61,5,2010
36,12,189,5,2010
36,59,6,11,2009
36,59,61,1,2009
36,59,187,10,2009
36,59,232,10,2009
36,59,285,11,2009
36,59,796,1,2009
36,59,802,10,2009
36,217,2140,11,2007
36,225,6,4,2009
36,225,61,4,2009
36,454,18,8,2010
36,454,187,8,2010
36,455,18,11,2006
36,455,61,11,2006
36,455,86,11,2006
36,455,3673,11,2006
36,539,4098,9,2007
36,565,1902,1,2008
36,908,61,5,2008
36,926,61,4,2008
36,935,30,4,2007
36,935,61,4,2007
36,979,61,3,2008
36,979,189,3,2008
36,1103,61,12,2008
36,1202,61,3,2007
36,1249,86,8,2009
36,1679,6,2,2010
36,1679,30,2,2010
36,1679,189,2,2010
36,2046,189,3,2010
36,2046,12431,3,2010
37,40,30,7,2008
37,926,86,4,2008
37,935,30,2,2007
37,935,86,2,2007
37,1103,86,12,2008
37,1427,12,3,2011
37,1679,30,2,2010
37,1679,86,2,2010
37,1679,575,2,2010
37,1723,61,5,2009
37,1723,86,5,2009
37,1723,575,5,2009
38,39,563,5,2008
38,40,8,11,2008
38,40,565,7,2008
38,225,4,9,2010
38,225,61,10,2009
38,225,86,5,2011
38,225,378,8,2010
38,225,565,5,2011
38,229,4,8,2009
38,935,10,11,2006
38,1827,8,9,2006
38,1827,10,9,2006
38,1827,61,9,2006
38,1827,565,9,2006
38,1827,5422,9,2006
38,1865,11455,10,2008
39,229,179,7,2009
39,229,575,7,2009
39,455,18,5,2011
39,455,179,4,2007
39,455,575,5,2011
39,455,827,5,2011
39,935,18,7,2007
39,935,30,7,2007
39,935,179,7,2007
39,935,575,7,2007
39,1553,30,5,2010
39,1553,191,1,2011
39,1553,575,5,2010
39,1553,850,6,2010
39,1553,9745,1,2011
39,1553,9846,6,2010
39,1774,575,9,2007
40,49,79,4,2010
40,49,81,4,2010
40,49,228,4,2010
40,49,719,4,2010
40,66,918,11,2007
40,545,18,1,2009
40,545,39,1,2009
40,545,81,1,2009
40,844,18,11,2008
40,844,84,11,2008
40,844,5808,11,2008
40,1082,39,12,2007
40,1082,84,12,2007
40,1108,7252,9,2008
40,1280,127,5,2007
40,1463,9437,12,2010
40,1541,18,11,2008
40,1541,39,11,2008
40,1875,11492,8,2009
40,1929,81,3,2007
40,1938,11792,12,2006
40,1962,11935,10,2006
40,1992,1964,1,2007
40,2014,12209,5,2006
40,2079,12590,11,2006
41,40,86,8,2008
41,433,86,11,2009
41,433,233,11,2009
41,935,565,2,2007
41,1089,565,6,2008
41,1103,86,12,2008
41,1774,565,10,2007
41,1841,61,5,2008
41,1929,86,11,2006
41,2046,12,3,2010
43,40,61,7,2008
43,40,613,7,2008
43,935,61,11,2006
43,1249,86,8,2009
43,1929,18,1,2008
43,1929,61,1,2008
43,1929,86,1,2008
43,2030,67,9,2009
44,225,61,10,2009
44,225,86,10,2009
44,320,2726,2,2006
44,926,1447,9,2008
44,935,61,2,2007
44,1249,61,8,2009
44,1249,86,8,2009
44,1454,30,9,2009
44,1454,127,9,2009
44,1454,179,9,2009
44,1454,575,9,2009
44,1679,30,2,2010
44,1679,86,2,2010
44,1679,179,2,2010
44,1679,575,2,2010
44,1774,179,9,2007
44,1774,575,9,2007
44,1929,30,7,2007
44,1929,61,7,2007
44,1929,86,7,2007
45,12,18,2,2010
45,12,61,2,2010
45,12,79,2,2010
45,12,181,2,2010
45,43,61,10,2010
45,43,79,10,2010
45,124,18,7,2007
45,124,181,7,2007
45,225,61,5,2008
45,320,61,2,2006
45,455,61,11,2006
45,455,3673,11,2006
45,492,18,12,2008
45,492,33,12,2008
45,492,181,12,2008
45,616,1,6,2009
45,616,61,6,2009
45,616,73,6,2009
45,616,79,6,2009
45,616,181,6,2009
45,747,61,4,2007
45,747,181,4,2007
45,747,187,4,2007
45,792,127,11,2007
45,812,18,5,2009
45,812,61,5,2009
45,839,5786,6,2010
45,926,503,3,2008
45,926,5786,3,2008
45,1011,5786,7,2010
45,1079,127,5,2008
45,1259,127,8,2008
45,1259,8160,8,2008
45,1442,5786,4,2007
45,1479,18,7,2010
45,1479,181,7,2010
45,1522,18,6,2010
45,1522,61,6,2010
45,1522,181,6,2010
45,1534,127,12,2008
45,1547,9827,5,2008
45,1584,9971,10,2010
45,1619,5786,4,2009
45,1622,10114,7,2008
45,1679,181,2,2010
45,1929,181,12,2006
45,2007,18,1,2009
45,2007,79,1,2009
45,2007,181,1,2009
45,2079,12575,3,2007
46,90,1099,1,2011
46,643,512,5,2006
46,643,545,5,2006
46,643,4602,5,2006
46,685,512,4,2009
46,685,545,4,2009
46,1082,512,3,2008
46,1082,545,2,2008
46,1082,7089,3,2008
46,1082,7094,2,2008
46,1316,8505,9,2008
46,1535,545,3,2008
46,1545,191,2,2008
46,1700,545,8,2010
46,1700,10537,4,2010
46,1792,191,7,2010
46,1792,545,7,2010
46,1904,545,1,2006
46,2021,719,10,2009
47,153,4,2,2008
47,153,32,2,2008
47,546,4,9,2008
47,548,4,8,2008
47,548,229,12,2010
47,548,233,10,2008
47,548,285,10,2008
47,548,524,10,2008
47,548,604,8,2008
47,548,793,10,2008
47,548,794,10,2008
47,548,2092,8,2008
47,548,3510,8,2008
47,548,3706,8,2008
47,548,4117,8,2008
47,548,4118,10,2008
47,548,4119,10,2008
47,548,4120,12,2010
47,616,1,7,2010
47,616,4,7,2010
47,616,3343,7,2010
47,1026,4,7,2006
47,1026,3706,7,2006
47,1324,4,12,2009
47,1324,797,12,2009
47,1324,3605,12,2009
47,1324,8556,12,2009
47,1324,8557,12,2009
47,1324,8558,12,2009
47,1623,4,1,2007
48,43,321,11,2010
48,548,1532,1,2008
49,40,61,9,2008
49,264,18,5,2008
49,264,309,5,2008
49,686,61,9,2008
49,686,127,9,2008
49,926,9,6,2008
49,926,565,6,2008
49,935,565,11,2006
49,1089,565,6,2008
49,1929,61,1,2008
49,1929,86,1,2008
49,2046,86,3,2010
50,908,61,2,2008
50,935,61,2,2007
50,1679,6,2,2010
50,1679,7,2,2010
50,1679,86,2,2010
50,1679,179,2,2010
51,4,16,12,2007
51,4,25,3,2007
51,43,16,10,2010
51,43,25,10,2010
51,62,16,11,2009
51,62,17,11,2009
51,62,18,11,2009
51,62,25,11,2009
51,62,56,11,2009
51,62,195,11,2009
51,62,213,11,2009
51,62,230,11,2009
51,62,231,11,2009
51,62,395,11,2009
51,62,508,11,2009
51,62,662,11,2009
51,62,801,11,2009
51,62,831,11,2009
51,62,835,11,2009
51,63,16,2,2011
51,66,885,2,2008
51,66,887,2,2008
51,66,889,4,2008
51,66,892,12,2009
51,66,895,4,2008
51,66,896,11,2007
51,66,897,4,2008
51,66,899,6,2007
51,66,900,6,2007
51,66,919,12,2007
51,73,956,8,2008
51,73,957,6,2008
51,73,960,6,2008
51,73,961,6,2008
51,73,962,6,2008
51,73,963,6,2008
51,73,964,6,2008
51,73,965,6,2008
51,73,968,6,2008
51,73,969,6,2008
51,73,972,6,2008
51,90,201,10,2010
51,96,200,4,2008
51,96,238,6,2008
51,117,16,6,2008
51,117,25,1,2009
51,156,16,1,2009
51,156,25,1,2009
51,156,74,1,2009
51,156,195,1,2009
51,176,642,6,2009
51,176,1886,6,2009
51,196,16,3,2008
51,196,18,9,2008
51,196,24,3,2008
51,196,25,3,2008
51,196,73,9,2008
51,196,79,4,2008
51,196,81,3,2008
51,196,121,3,2008
51,196,192,5,2008
51,196,195,3,2008
51,196,210,4,2008
51,196,352,3,2008
51,196,389,4,2008
51,196,395,3,2008
51,196,850,3,2008
51,196,2006,3,2008
